soc_code,occupation_title,task_id,task_description,onet_importance,onet_frequency,economic_index_label,eloundou_beta
53-3031.00,Driver/Sales Workers,3157,Write customer orders and sales contracts according to company guidelines.,3.68,4.56,unknown,1.0
53-3031.00,Driver/Sales Workers,3158,"Drive trucks to deliver such items as food, medical supplies, or newspapers.",4.32,6.16,unknown,0.0
53-3031.00,Driver/Sales Workers,3159,"Collect coins from vending machines, refill machines, and remove aged merchandise.",4.1,5.66,unknown,0.0
53-3031.00,Driver/Sales Workers,3161,Record sales or delivery information on daily sales or delivery record.,4.04,5.54,unknown,1.0
53-3031.00,Driver/Sales Workers,3162,"Review lists of dealers, customers, or station drops and load trucks.",3.51,4.04,unknown,0.0
53-3031.00,Driver/Sales Workers,3163,Arrange merchandise and sales promotion displays or issue sales promotion materials to customers.,4.17,4.91,unknown,0.0
53-3031.00,Driver/Sales Workers,3164,Maintain trucks and food-dispensing equipment and clean inside of machines that dispense food or beverages.,3.97,4.85,unknown,0.0
53-3031.00,Driver/Sales Workers,3165,"Sell food specialties, such as sandwiches and beverages, to office workers and patrons of sports events.",2.88,4.9,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10635,Follow appropriate safety procedures for transporting dangerous goods.,4.66,4.96,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10636,"Check vehicles to ensure that mechanical, safety, and emergency equipment is in good working order.",4.61,5.27,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10637,"Maintain logs of working hours or of vehicle service or repair status, following applicable state and federal regulations.",4.57,5.5,unknown,1.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10638,Obtain receipts or signatures for delivered goods and collect payment for services when required.,4.6,5.03,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10640,"Maneuver trucks into loading or unloading positions, following signals from loading crew and checking that vehicle and loading equipment are properly positioned.",4.5,5.17,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10641,"Drive trucks with capacities greater than 13 tons, including tractor-trailer combinations, to transport and deliver products, livestock, or other materials.",4.46,5.18,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10642,"Secure cargo for transport, using ropes, blocks, chain, binders, or covers.",4.66,4.81,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10643,Read bills of lading to determine assignment details.,4.56,5.05,unknown,1.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10644,"Report vehicle defects, accidents, traffic violations, or damage to the vehicles.",4.55,4.81,unknown,1.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10645,Read and interpret maps to determine vehicle routes.,4.4,4.89,augmentation,0.5
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10646,"Couple or uncouple trailers by changing trailer jack positions, connecting or disconnecting air or electrical lines, or manipulating fifth-wheel locks.",4.52,4.59,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10647,"Collect delivery instructions from appropriate sources, verifying instructions and routes.",4.48,4.83,unknown,0.5
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10650,Check conditions of trailers after contents have been unloaded to ensure that there has been no damage.,4.37,4.74,unknown,0.5
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10651,Crank trailer landing gear up or down to safely secure vehicles.,4.6,4.72,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10653,"Perform basic vehicle maintenance tasks, such as adding oil, fuel, or radiator fluid, performing minor repairs, or washing trucks.",4.53,4.33,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10655,Inventory and inspect goods to be moved to determine quantities and conditions.,4.28,4.52,unknown,0.5
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10656,Remove debris from loaded trailers.,3.76,4.37,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10658,"Follow special cargo-related procedures, such as checking refrigeration systems for frozen foods or providing food or water for livestock.",4.1,4.26,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10659,Give directions to laborers who are packing goods and moving them onto trailers.,3.64,4.04,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10660,"Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.",4.1,2.74,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10662,"Perform emergency roadside repairs, such as changing tires or installing light bulbs, tire chains, or spark plugs.",3.95,2.63,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,19922,"Operate idle reduction systems or auxiliary power systems to generate power from alternative sources, such as fuel cells, to reduce idling time, to heat or cool truck cabins, or to provide power for other equipment.",3.84,4.64,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,19923,"Plan or adjust routes based on changing conditions, using computer equipment, global positioning systems (GPS) equipment, or other navigation devices, to minimize fuel consumption and carbon emissions.",4.13,4.91,unknown,0.5
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,20692,Inspect loads to ensure that cargo is secure.,4.62,5.15,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,20693,Check all load-related documentation for completeness and accuracy.,4.63,5.1,unknown,1.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,20694,Drive trucks to weigh stations before and after loading and along routes in compliance with state regulations.,4.31,4.33,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,20695,"Operate equipment, such as truck cab computers, CB radios, phones, or global positioning systems (GPS) equipment to exchange necessary information with bases, supervisors, or other drivers.",4.31,5.33,unknown,1.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,20696,"Load or unload trucks or help others with loading or unloading, using special loading-related equipment or other equipment as necessary.",4.19,4.61,unknown,0.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,20697,"Wrap and secure goods using pads, packing paper, containers, or straps.",3.94,4.66,unknown,0.0
53-3033.00,Light Truck Drivers,8615,Obey traffic laws and follow established traffic and transportation procedures.,4.83,5.89,unknown,0.0
53-3033.00,Light Truck Drivers,8616,"Inspect and maintain vehicle supplies and equipment, such as gas, oil, water, tires, lights, or brakes, to ensure that vehicles are in proper working condition.",4.72,4.94,unknown,0.0
53-3033.00,Light Truck Drivers,8617,Report any mechanical problems encountered with vehicles.,4.79,4.73,unknown,1.0
53-3033.00,Light Truck Drivers,8618,Present bills and receipts and collect payments for goods delivered or loaded.,4.5,4.77,unknown,0.5
53-3033.00,Light Truck Drivers,8619,"Load and unload trucks, vans, or automobiles.",4.59,5.59,unknown,0.0
53-3033.00,Light Truck Drivers,8620,Verify the contents of inventory loads against shipping papers.,4.76,5.59,unknown,0.5
53-3033.00,Light Truck Drivers,8621,Turn in receipts and money received from deliveries.,4.67,4.88,unknown,0.0
53-3033.00,Light Truck Drivers,8622,"Maintain records, such as vehicle logs, records of cargo, or billing statements, in accordance with regulations.",4.41,4.98,unknown,1.0
53-3033.00,Light Truck Drivers,8623,Read maps and follow written or verbal geographic directions.,4.7,5.64,unknown,0.5
53-3033.00,Light Truck Drivers,8624,"Report delays, accidents, or other traffic and transportation situations to bases or other vehicles, using telephones or mobile two-way radios.",3.73,4.25,unknown,1.0
53-3033.00,Light Truck Drivers,8626,"Drive vehicles with capacities under three tons to transport materials to and from specified destinations, such as railroad stations, plants, residences, offices, or within industrial yards.",4.05,4.7,unknown,0.0
53-3033.00,Light Truck Drivers,8628,"Use and maintain the tools or equipment found on commercial vehicles, such as weighing or measuring devices.",3.99,4.3,unknown,0.0
53-3033.00,Light Truck Drivers,8629,"Perform emergency repairs, such as changing tires or installing light bulbs, fuses, tire chains, or spark plugs.",3.59,2.17,unknown,0.0
53-3052.00,"Bus Drivers, Transit and Intercity",18794,"Drive vehicles over specified routes or to specified destinations according to time schedules, complying with traffic regulations to ensure that passengers have a smooth and safe ride.",4.7,6.29,unknown,0.0
53-3052.00,"Bus Drivers, Transit and Intercity",18795,"Assist passengers, such as elderly or individuals with disabilities, on and off bus, ensure they are seated properly, help carry baggage, and answer questions about bus schedules or routes.",4.34,5.39,unknown,0.0
53-3052.00,"Bus Drivers, Transit and Intercity",18796,Handle passenger emergencies or disruptions.,4.23,4.15,unknown,0.0
53-3052.00,"Bus Drivers, Transit and Intercity",18797,"Record information, such as cash receipts and ticket fares, and maintain log book.",4.09,5.32,unknown,1.0
53-3052.00,"Bus Drivers, Transit and Intercity",18798,Collect tickets or cash fares from passengers.,4.26,5.96,unknown,0.0
53-3052.00,"Bus Drivers, Transit and Intercity",18799,Maintain cleanliness of bus or motor coach.,3.95,5.17,unknown,0.0
53-3052.00,"Bus Drivers, Transit and Intercity",21085,Announce stops to passengers.,4.5,5.95,unknown,1.0
53-3052.00,"Bus Drivers, Transit and Intercity",21086,Read maps to plan bus routes.,4.18,4.88,unknown,0.5
53-3052.00,"Bus Drivers, Transit and Intercity",3144,"Inspect vehicles and check gas, oil, and water levels prior to departure.",4.54,5.17,unknown,0.0
53-3052.00,"Bus Drivers, Transit and Intercity",3146,Park vehicles at loading areas so that passengers can board.,4.54,6.35,unknown,0.0
53-3052.00,"Bus Drivers, Transit and Intercity",3148,Report delays or accidents.,4.23,4.75,unknown,1.0
53-3052.00,"Bus Drivers, Transit and Intercity",3149,Advise passengers to be seated and orderly while on vehicles.,4.19,5.14,unknown,0.0
53-3052.00,"Bus Drivers, Transit and Intercity",3150,"Regulate heating, lighting, and ventilating systems for passenger comfort.",4.12,5.94,unknown,0.0
53-3052.00,"Bus Drivers, Transit and Intercity",3151,Load and unload baggage in baggage compartments.,3.69,4.75,unknown,0.0
53-4011.00,Locomotive Engineers,12750,"Monitor gauges or meters that measure speed, amperage, battery charge, or air pressure in brake lines or in main reservoirs.",4.82,6.66,unknown,0.0
53-4011.00,Locomotive Engineers,12751,Observe tracks to detect obstructions.,4.8,6.53,unknown,0.5
53-4011.00,Locomotive Engineers,12752,"Interpret train orders, signals, or railroad rules and regulations that govern the operation of locomotives.",4.95,6.48,unknown,1.0
53-4011.00,Locomotive Engineers,12753,"Receive starting signals from conductors and use controls such as throttles or air brakes to drive electric, diesel-electric, steam, or gas turbine-electric locomotives.",4.84,6.47,unknown,0.0
53-4011.00,Locomotive Engineers,12754,"Confer with conductors or traffic control center personnel via radiophones to issue or receive information concerning stops, delays, or oncoming trains.",4.88,6.39,unknown,1.0
53-4011.00,Locomotive Engineers,12755,Operate locomotives to transport freight or passengers between stations or to assemble or disassemble trains within rail yards.,4.68,5.96,unknown,0.0
53-4011.00,Locomotive Engineers,12756,"Respond to emergency conditions or breakdowns, following applicable safety procedures and rules.",4.47,4.01,unknown,0.0
53-4011.00,Locomotive Engineers,12757,Check to ensure that brake examination tests are conducted at shunting stations.,4.62,5.15,unknown,0.0
53-4011.00,Locomotive Engineers,12758,Call out train signals to assistants to verify meanings.,4.75,5.94,unknown,0.0
53-4011.00,Locomotive Engineers,12759,"Inspect locomotives to verify adequate fuel, sand, water, or other supplies before each run or to check for mechanical problems.",4.46,5.06,unknown,0.0
53-4011.00,Locomotive Engineers,12760,"Prepare reports regarding any problems encountered, such as accidents, signaling problems, unscheduled stops, or delays.",4.35,4.79,augmentation,1.0
53-4011.00,Locomotive Engineers,12761,"Check to ensure that documentation, such as procedure manuals or logbooks, are in the driver's cab and available for staff use.",4.15,4.69,unknown,0.0
53-4011.00,Locomotive Engineers,12762,Inspect locomotives after runs to detect damaged or defective equipment.,4.4,4.77,unknown,0.5
53-4011.00,Locomotive Engineers,12764,Monitor train loading procedures to ensure that freight or rolling stock are loaded or unloaded without damage.,4.06,4.65,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10665,Confer with conductors and other workers via radiotelephones or computers to exchange switching information.,4.53,5.76,unknown,1.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10666,"Signal crew members for movement of engines or trains, using lanterns, hand signals, radios, or telephones.",4.53,5.68,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10667,"Observe and respond to wayside and cab signals, including color light signals, position signals, torpedoes, flags, and hot box detectors.",4.63,5.11,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10668,"Drive engines within railroad yards or other establishments to couple, uncouple, or switch railroad cars.",4.41,5.66,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10669,Inspect engines before and after use to ensure proper operation.,4.61,4.98,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10670,Apply and release hand brakes.,4.55,5.52,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10671,"Read switching instructions and daily car schedules to determine work to be performed, or receive orders from yard conductors.",4.32,5.37,unknown,1.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10672,"Inspect the condition of stationary trains, rolling stock, and equipment.",4.36,5.07,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10673,"Observe water levels and oil, air, and steam pressure gauges to ensure proper operation of equipment.",4.47,5.35,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10674,Spot cars for loading and unloading at customer locations.,4.19,5.28,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10675,Inspect track for defects such as broken rails and switch malfunctions.,4.5,5.14,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10676,Ride on moving cars by holding onto grab irons and standing on ladder steps.,4.15,4.97,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10677,"Operate track switches, derails, automatic switches, and retarders to change routing of train or cars.",4.15,5.08,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10678,"Receive, relay, and act upon instructions and inquiries from train operations and customer service center personnel.",4.3,5.27,augmentation,1.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10679,Couple and uncouple air hoses and electrical connections between cars.,4.47,5.33,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10680,"Report arrival and departure times, train delays, work order completion, and time on duty.",4.04,5.15,unknown,1.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10681,Pull knuckles to open them for coupling.,3.93,4.93,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10682,"Provide assistance in aligning drawbars, using available equipment to lift, pull, or push on the drawbars.",3.66,4.29,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10683,"Drive locomotives to and from various stations in roundhouses to have locomotives cleaned, serviced, repaired, or supplied.",3.96,4.3,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10684,"Record numbers of cars available, numbers of cars sent to repair stations, and types of service needed.",3.84,4.62,unknown,1.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10685,Perform routine repair and maintenance duties.,3.97,4.02,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10687,Operate flatcars equipped with derricks or railcars to transport personnel or equipment.,3.61,3.38,unknown,0.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",10688,Provide assistance in the installation or repair of rails and ties.,3.53,2.67,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23774,Observe train signals along routes and verify their meanings for engineers.,4.95,6.6,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23775,"Signal locomotive engineers to start or stop trains when coupling or uncoupling cars, using hand signals, lanterns, or radio communication.",4.79,6.64,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23776,Pull or push track switches to reroute cars.,4.66,6.32,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23777,Observe signals from other crew members so that work activities can be coordinated.,4.65,6.15,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23778,Monitor trains as they go around curves to detect dragging equipment and smoking journal boxes.,4.6,6.3,unknown,0.5
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23779,"Inspect couplings, air hoses, journal boxes, and handbrakes to ensure that they are securely fastened and functioning properly.",4.52,6.3,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23780,Observe tracks from left sides of locomotives to detect obstructions on tracks.,4.5,6.65,unknown,0.5
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23781,Operate locomotives in emergency situations.,4.47,3.35,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23782,Raise levers to couple and uncouple cars for makeup and breakup of trains.,4.46,6.55,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23783,Climb ladders to tops of cars to set brakes.,4.38,5.76,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23784,Receive oral or written instructions from yardmasters or yard conductors indicating track assignments and cars to be switched.,4.38,5.95,unknown,1.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23785,Inspect locomotives to detect damaged or worn parts.,4.37,4.79,unknown,0.5
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23786,Signal other workers to set brakes and to throw track switches when switching cars from trains to way stations.,4.27,4.87,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23787,"Check to see that trains are equipped with supplies such as fuel, water, and sand.",4.21,5.16,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23788,"Monitor oil, temperature, and pressure gauges on dashboards to determine if engines are operating safely and efficiently.",4.11,6.05,unknown,0.5
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23789,"Set flares, flags, lanterns, or torpedoes in front and at rear of trains during emergency stops to warn oncoming trains.",4.07,1.93,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23790,"Inspect tracks, cars, and engines for defects and to determine service needs, sending engines and cars for repairs as necessary.",4.0,5.08,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23791,Start diesel engines to warm engines before runs.,3.56,4.22,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23792,"Make minor repairs to couplings, air hoses, and journal boxes, using hand tools.",3.39,2.95,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23793,"Connect air hoses to cars, using wrenches.",3.21,2.5,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23794,"Operate and drive locomotives, diesel switch engines, dinkey engines, flatcars, and railcars in train yards and at industrial sites.",4.69,6.08,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23795,Refuel and lubricate engines.,4.15,3.84,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23796,"Ride atop cars that have been shunted, and turn handwheels to control speeds or stop cars at specified positions.",3.89,4.21,unknown,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23798,"Record numbers of cars available, numbers of cars sent to repair stations, and types of service needed.",3.69,5.15,unknown,1.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",23799,Provide passengers with assistance entering and exiting trains.,3.68,3.01,unknown,0.0
53-4031.00,Railroad Conductors and Yardmasters,10690,"Signal engineers to begin train runs, stop trains, or change speed, using telecommunications equipment or hand signals.",4.72,5.73,unknown,0.0
53-4031.00,Railroad Conductors and Yardmasters,10691,Receive information regarding train or rail problems from dispatchers or from electronic monitoring devices.,4.31,5.07,augmentation,0.5
53-4031.00,Railroad Conductors and Yardmasters,10692,"Direct and instruct workers engaged in yard activities, such as switching tracks, coupling and uncoupling cars, and routing inbound and outbound traffic.",4.29,5.45,unknown,0.0
53-4031.00,Railroad Conductors and Yardmasters,10693,"Keep records of the contents and destination of each train car, and make sure that cars are added or removed at proper points on routes.",4.26,5.18,unknown,0.5
53-4031.00,Railroad Conductors and Yardmasters,10694,Operate controls to activate track switches and traffic signals.,4.28,4.84,unknown,0.0
53-4031.00,Railroad Conductors and Yardmasters,10695,Instruct workers to set warning signals in front and at rear of trains during emergency stops.,4.35,2.61,unknown,0.0
53-4031.00,Railroad Conductors and Yardmasters,10696,"Direct engineers to move cars to fit planned train configurations, combining or separating cars to make up or break up trains.",4.13,4.72,unknown,0.0
53-4031.00,Railroad Conductors and Yardmasters,10697,"Receive instructions from dispatchers regarding trains' routes, timetables, and cargoes.",4.29,5.08,unknown,0.5
53-4031.00,Railroad Conductors and Yardmasters,10698,"Review schedules, switching orders, way bills, and shipping records to obtain cargo loading and unloading information and to plan work.",3.91,5.29,unknown,0.5
53-4031.00,Railroad Conductors and Yardmasters,10699,"Confer with engineers regarding train routes, timetables, and cargoes, and to discuss alternative routes when there are rail defects or obstructions.",4.39,5.38,unknown,0.5
53-4031.00,Railroad Conductors and Yardmasters,10700,Arrange for the removal of defective cars from trains at stations or stops.,4.17,3.88,unknown,0.0
53-4031.00,Railroad Conductors and Yardmasters,10701,Inspect each car periodically during runs.,4.0,4.59,unknown,0.0
53-4031.00,Railroad Conductors and Yardmasters,10702,Observe yard traffic to determine tracks available to accommodate inbound and outbound traffic.,4.24,5.04,unknown,0.5
53-4031.00,Railroad Conductors and Yardmasters,10703,"Document and prepare reports of accidents, unscheduled stops, or delays.",3.67,4.5,unknown,1.0
53-4031.00,Railroad Conductors and Yardmasters,10704,Confirm routes and destination information for freight cars.,3.84,5.14,unknown,0.5
53-4031.00,Railroad Conductors and Yardmasters,10705,"Supervise and coordinate crew activities to transport freight and passengers and to provide boarding, porter, maid, and meal services to passengers.",3.82,5.16,unknown,0.0
53-4031.00,Railroad Conductors and Yardmasters,10706,Supervise workers in the inspection and maintenance of mechanical equipment to ensure efficient and safe train operation.,4.0,4.48,unknown,0.0
53-4031.00,Railroad Conductors and Yardmasters,10707,"Record departure and arrival times, messages, tickets and revenue collected, and passenger accommodations and destinations.",3.63,5.1,unknown,1.0
53-4031.00,Railroad Conductors and Yardmasters,10708,"Inspect freight cars for compliance with sealing procedures, and record car numbers and seal numbers.",3.46,3.99,unknown,0.5
53-4031.00,Railroad Conductors and Yardmasters,10710,Verify accuracy of timekeeping instruments with engineers to ensure trains depart on time.,3.73,5.02,unknown,0.0
53-4041.00,Subway and Streetcar Operators,12765,Operate controls to open and close transit vehicle doors.,4.83,6.6,unknown,0.0
53-4041.00,Subway and Streetcar Operators,12766,"Drive and control rail-guided public transportation, such as subways, elevated trains, and electric-powered streetcars, trams, or trolleys, to transport passengers.",4.83,6.56,unknown,0.0
53-4041.00,Subway and Streetcar Operators,12767,Monitor lights indicating obstructions or other trains ahead and watch for car and truck traffic at crossings to stay alert to potential hazards.,4.9,6.59,unknown,0.0
53-4041.00,Subway and Streetcar Operators,12768,Direct emergency evacuation procedures.,4.52,2.03,unknown,0.0
53-4041.00,Subway and Streetcar Operators,12769,Regulate vehicle speed and the time spent at each stop to maintain schedules.,4.65,6.51,unknown,0.0
53-4041.00,Subway and Streetcar Operators,12770,"Report delays, mechanical problems, and emergencies to supervisors or dispatchers, using radios.",4.71,5.45,unknown,1.0
53-4041.00,Subway and Streetcar Operators,12771,"Make announcements to passengers, such as notifications of upcoming stops or schedule delays.",4.53,5.63,unknown,1.0
53-4041.00,Subway and Streetcar Operators,12772,"Complete reports, including shift summaries and incident or accident reports.",4.29,3.27,unknown,1.0
53-4041.00,Subway and Streetcar Operators,12773,"Greet passengers, provide information, and answer questions concerning fares, schedules, transfers, and routings.",4.21,5.93,augmentation,1.0
53-4041.00,Subway and Streetcar Operators,12774,Attend meetings on driver and passenger safety to learn ways in which job performance might be affected.,4.17,1.83,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14457,"Maintain government-issued certifications, as required.",4.21,2.32,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14458,Lower and man lifeboats when emergencies occur.,3.97,2.44,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14459,"Stand by wheels when ships are on automatic pilot, and verify accuracy of courses, using magnetic compasses.",4.02,3.23,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14460,"Steer ships under the direction of commanders or navigating officers or direct helmsmen to steer, following designated courses.",3.98,3.39,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14461,"Handle lines to moor vessels to wharfs, to tie up vessels to other vessels, or to rig towing lines.",4.45,5.33,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14462,"Stand watch in ships' bows or bridge wings to look for obstructions in a ship's path or to locate navigational aids, such as buoys or lighthouses.",4.24,4.35,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14463,Stand gangway watches to prevent unauthorized persons from boarding ships while in port.,3.57,3.3,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14464,Overhaul lifeboats or lifeboat gear and lower or raise lifeboats with winches or falls.,3.74,3.26,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14465,"Operate, maintain, or repair ship equipment, such as winches, cranes, derricks, or weapons system.",3.43,3.95,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14467,"Lubricate machinery, equipment, or engine parts, such as gears, shafts, or bearings.",4.03,3.97,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14468,"Break out, rig, and stow cargo-handling gear, stationary rigging, or running gear.",4.04,5.01,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14469,"Splice and repair ropes, wire cables, or cordage, using marlinespikes, wire cutters, twine, and hand tools.",3.71,3.35,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14470,Provide engineers with assistance in repairing or adjusting machinery.,3.45,3.49,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14471,"Paint or varnish decks, superstructures, lifeboats, or sides of ships.",3.39,2.19,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14472,"Sweep, mop, and wash down decks to remove oil, dirt, and debris, using brooms, mops, brushes, and hoses.",3.79,4.75,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14473,"Chip and clean rust spots on decks, superstructures, or sides of ships, using wire brushes and hand or air chipping machines.",3.56,2.95,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14474,Give directions to crew members engaged in cleaning wheelhouses or quarterdecks.,3.13,4.24,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14475,Read pressure and temperature gauges or displays and record data in engineering logs.,4.27,5.62,unknown,0.5
53-5011.00,Sailors and Marine Oilers,14476,Examine machinery to verify specified pressures or lubricant flows.,4.18,5.3,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14477,"Measure depth of water in shallow or unfamiliar waters, using leadlines, and telephone or shout depth information to vessel bridges.",2.89,3.28,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14479,Attach hoses and operate pumps to transfer substances to and from liquid cargo tanks.,4.46,4.31,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14480,Maintain a ship's engines under the direction of the ship's engineering officers.,4.14,4.93,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14481,"Relay specified signals to other ships, using visual signaling devices, such as blinker lights or semaphores.",3.86,4.2,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14482,"Tie barges together into tow units for tugboats to handle, inspecting barges periodically during voyages and disconnecting them when destinations are reached.",4.56,5.22,unknown,0.0
53-5011.00,Sailors and Marine Oilers,14483,Participate in shore patrols.,2.52,3.29,unknown,0.0
